mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc21,mfcc22,mfcc23,mfcc24,mfcc25,mfcc26,mfcc27,mfcc28,mfcc29,mfcc30,mfcc31,mfcc32,mfcc33,mfcc34,mfcc35,mfcc36,mfcc37,mfcc38,mfcc39
-272.70782470703125,97.2735366821289,-86.64395141601562,-8.817462921142578,3.807109832763672,-16.526107788085938,-13.864136695861816,0.2079897373914718,-6.940031051635742,13.095381736755373,10.809800148010254,10.896395683288574,2.492546558380127,1.4296647310256958,-5.871389389038086,2.889840602874756,2.9246509075164795,2.3714611530303955,-2.266185522079468,9.210426330566406,4.767807483673096,1.6218304634094238,3.8287007808685294,1.6170936822891235,-3.14363694190979,6.16551685333252,-1.2274287939071655,4.290551662445068,0.7458880543708801,2.434491872787476,3.0132100582122803,2.950505018234253,-2.696539640426636,2.183978319168091,0.3613377809524536,3.1877715587615967,0.7115113139152527,1.3429044485092163,1.5088832378387451,1.9344284534454343
-291.85272216796875,101.02371215820312,-95.06099700927734,-11.72912883758545,6.868280410766602,-18.24262809753418,-16.472312927246094,-0.8786156177520752,-8.777678489685059,10.969828605651855,10.818586349487305,12.272540092468262,2.565009832382202,-3.612357616424561,-7.3189697265625,-0.1481664329767227,1.8003158569335938,-0.2848825454711914,-4.023266792297363,9.037240982055664,7.046097278594971,-0.0968330726027488,1.633912205696106,-0.6460945010185242,-5.141320705413818,3.739568948745728,-0.0350191406905651,1.2699370384216309,-1.2743858098983765,2.9702162742614746,4.9368577003479,1.2531167268753052,-3.209754943847656,0.3489803373813629,-0.3624906241893768,2.947643518447876,-0.6950076222419739,0.1049630939960479,0.9115679264068604,2.303061246871948
-299.9556579589844,102.82189178466795,-90.43634033203124,-12.325101852416992,8.88018798828125,-20.69584083557129,-16.477062225341797,-2.085263729095459,-5.670742988586426,13.2636137008667,9.09212875366211,9.432594299316406,1.6594833135604858,-2.0735771656036377,-4.162281036376953,0.2218469977378845,-1.0012048482894895,0.934414565563202,-1.5047353506088257,5.6532883644104,2.6374847888946533,-1.174989938735962,3.0004653930664062,0.5807492733001709,-4.754035472869873,4.650802135467529,0.9795507788658142,-0.7248522043228149,1.00908362865448,2.309915781021118,2.326212167739868,0.2425020486116409,-0.3680917024612427,0.0494655556976795,0.5971257090568542,0.8777710795402527,-0.1591554582118988,-0.0104599883779883,0.8204588890075684,0.7049461007118225
-298.6634216308594,103.82167053222656,-94.77423858642578,-12.929814338684082,10.194988250732422,-25.398591995239254,-16.811769485473633,-4.414684295654297,-4.115520000457764,13.86980152130127,13.47796630859375,11.105769157409668,0.5230769515037537,-4.176112174987793,-7.429122924804687,0.2046048790216446,2.254030466079712,-0.3558772206306457,-1.5953718423843384,6.563743114471436,4.766700267791748,-2.1121180057525635,1.532942533493042,-0.2266846597194671,-3.204435348510742,3.4586682319641118,2.696850299835205,-0.3321607410907745,2.112295866012573,2.8660712242126465,0.8872873187065125,-0.9736831784248352,-2.0374457836151123,1.3879351615905762,1.815016746520996,0.1687733680009842,0.7985340356826782,1.1515843868255615,1.8254177570343015,0.0704195350408554
-185.27749633789065,24.71528434753418,-52.72116470336914,-4.467276573181152,-13.37587070465088,-9.382905006408691,-8.968371391296387,4.830915451049805,-3.446329355239868,1.3848925828933716,-0.4551160633563995,10.12637710571289,-3.0308279991149902,4.079869747161865,1.5511834621429443,10.046061515808104,-1.987952828407288,6.064256191253662,-3.4817094802856445,1.3092856407165527,-1.873460054397583,-0.4588364660739898,-2.553749084472656,1.5315327644348145,-2.904735326766968,9.336654663085938,-2.993826389312744,4.96484375,-3.0388424396514893,2.506227970123291,-4.525946140289307,3.574249029159546,-2.502136468887329,2.5917890071868896,-4.2484869956970215,3.455240488052368,-2.1051905155181885,2.0172126293182373,-0.7498301267623901,3.900140047073364
-66.99766540527344,30.68413543701172,-58.94844055175781,-10.549854278564451,-22.154760360717773,-13.733966827392578,-14.991828918457031,0.1679856777191162,-7.411530017852783,3.769073247909546,3.8077232837677,10.786794662475586,1.1049600839614868,7.459728717803955,-0.93469500541687,6.559893608093262,-3.2620954513549805,3.720473051071167,-5.077149868011475,-1.786832571029663,-5.728763103485107,-0.680350661277771,-0.5047127604484558,4.532103061676025,-0.0908600389957428,9.78528118133545,-0.3738572299480438,5.109915733337402,-2.545031309127808,4.148752689361572,-1.718868851661682,5.400963306427002,-2.095288753509521,0.290301114320755,-4.2254509925842285,1.2159215211868286,-4.337996482849121,-0.1316291689872741,-1.034555435180664,2.490427732467652
-140.71620178222656,38.038063049316406,-61.23862075805664,1.5473874807357788,-14.170889854431152,-11.896467208862305,-11.689806938171388,3.341015338897705,-4.976274490356445,1.2307251691818235,0.87043297290802,8.313974380493164,-6.099430084228516,2.176162004470825,-3.1901488304138184,3.2087807655334477,-4.14794921875,3.4097275733947754,-2.722280263900757,1.7208348512649536,-2.4824352264404297,2.220877170562744,-0.2851437628269195,3.317870855331421,-3.0005836486816406,5.605513095855713,-2.525756359100342,4.650360107421875,-2.1550991535186768,4.241844654083252,-2.4095773696899414,4.853222846984863,-0.7599555850028992,2.320973396301269,-2.84452748298645,2.017695903778076,-3.836195707321167,-0.78178870677948,-1.992637157440185,3.105143547058105
-402.7856750488281,92.73365020751952,19.38250732421875,-13.098000526428224,-5.988059043884277,2.6622047424316406,-15.008118629455566,-7.915386199951172,-9.553994178771973,-6.019915580749512,0.8327587246894836,-5.599025726318359,1.5371983051300049,0.849988579750061,0.7655803561210632,5.832559585571289,3.100234270095825,3.3634908199310303,-4.307042121887207,-3.594879388809204,-2.125729560852051,-2.7966251373291016,-3.8770673274993896,-5.262749195098877,-2.264888286590576,-1.902812957763672,-3.367098331451416,0.6172738075256348,-1.2206358909606934,0.4791447222232818,-1.4764683246612549,-0.4121001064777374,-3.253936529159546,0.0473176799714565,-2.544243574142456,-2.430777311325073,-3.6280574798583984,-1.0015918016433716,-2.925648927688598,-2.415244102478028
-366.4703063964844,126.43692779541016,31.174047470092773,-23.376110076904297,-13.181028366088867,0.6845210790634155,-27.094636917114254,-19.214332580566406,-22.217588424682617,-9.95431137084961,2.0504817962646484,-5.361074924468994,5.152746200561523,-2.5765182971954346,-7.949747085571289,-6.004002094268799,-3.276154041290283,5.517189979553223,-5.020080089569092,-2.518194437026977,0.1166625246405601,-1.153290629386902,-3.062837600708008,-4.953425407409668,0.1482129245996475,-0.9618754982948304,-5.994245052337647,0.1776448488235473,-2.175865650177002,1.0448081493377686,-4.28727388381958,-1.4779587984085083,-3.835327863693237,2.051132917404175,-0.7283120155334473,-1.263566017150879,-2.15530776977539,1.1627789735794067,-3.0889625549316406,-4.678110599517822
-421.52728271484375,69.03861236572266,11.259900093078612,-1.2877424955368042,2.8717041015625,2.55912184715271,-8.582842826843262,-2.753537178039551,-2.944309711456299,-1.0453671216964722,4.2194504737854,0.0426990650594234,-0.7214813232421875,-0.5524906516075134,-0.1636014580726623,4.682526588439941,1.5819140672683716,0.1416066288948059,-4.419550895690918,-1.2336496114730835,0.2254384905099868,0.0429205931723117,-3.5910532474517822,-4.2906107902526855,-2.036698341369629,-1.5764904022216797,-1.4912056922912598,1.414631724357605,-0.4512421190738678,-0.592092752456665,-2.014434337615967,-1.46434223651886,-3.656433343887329,-1.0309820175170898,-1.4167052507400513,-2.338722944259644,-2.8172218799591064,-0.4388143718242645,-2.670966148376465,-1.3518297672271729
